"Posting_Date","Application_Deadline","Position","Job_Category","Institution","Department","Salary_Min","Salary_Max","Salary_Type","Schedule","Position_Type","Who_May_Apply","Requirements","URI","Location","Country","Longitude","Latitude"
"2017-03-08T00:00:00Z","2017-04-03T00:00:00Z","Summer Internship (Laborer or Gardener Aide)","Legal and Claims Examination","Architect of the Capitol","Legislative Branch","13.63","13.63","Per Hour","This is a student intermittent position.","Temporary 12 weeks summer internship position with an intermittent work schedule.","Applications will be accepted from students who are at least sixteen (16) years of age by June 30, 2017. You must be a student accepted for enrollment OR enrolled in a degree program. Enrollment must be with an accredited educational institution. This includes high schools, colleges and universities. Graduating seniors from high school, college or graduate school who are not continuing their education will not be considered eligible. Must Read Required Documents Section to Determine Eligibility.","All students MUST be U.S. Citizens. Applications will be accepted from students who are at least sixteen (16) years of age by June 30, 2017 AND currently attending a high school, college or university. Note: Participation in the Summer Intern Employment Program is limited to a total of three years. Candidates are eligible to participate no more than three years, collectively or consecutively, in the Summer Intern Employment Program. Candidates who have reached the three years in the program will be deemed ineligible to participate this calendar year.","https://www.usajobs.gov:443/GetJob/ViewDetails/465505100","Washington DC, District of Columbia","United States",-77.032,38.8904
"2017-03-08T00:00:00Z","2017-03-15T00:00:00Z","Operations Assistant, NF-02","Business, Industry, and Programs","Defense Logistics Agency","Department of Defense","12.5","12.5","Per Hour","Intermittent 00 hours","Seasonal NTE 31 Oct 2017","US Citizens and Non-Citizens in the local commuting area.","Candidates must possess: 1. Progressively responsible experience in the receipt, disbursement, examination, deposit, custody or other processing of cash items. 2. Where duties involve selling alcoholic beverages applicant must meet state/local age requirements for the serving of alcoholic beverage at the time of appointment. 3. Skill in providing customer service. 4. Ability to communicate effectively.","https://www.usajobs.gov:443/GetJob/ViewDetails/465505500","Whitehall, Ohio","United States",-82.88521,39.96803
"2017-03-08T00:00:00Z","2017-04-03T00:00:00Z","Summer Internship (Horticulture Aide)","Legal and Claims Examination","Architect of the Capitol","Legislative Branch","13.63","13.63","Per Hour","This is a student intermittent position.","Temporary 12 weeks summer internship position with an intermittent work schedule.","Applications will be accepted from college students who are at least sixteen (16) years of age by June 30, 2017. You must be a student accepted for enrollment OR enrolled in a degree program. Enrollment must be with an accredited educational institution. This includes colleges and universities. Graduating seniors from college or graduate school who are not continuing their education will not be considered. Must Read Required Documents Section to Determine Eligibility.","All students must be U.S. Citizens. Applications will be accepted from students who are at least sixteen (16) years of age by June 30, 2017 AND currently attending a college or university. College students must have a major in horticulture, biology or other field related to the position being filled. Note: Participation in the Summer Intern Employment Program is limited to a total of three years. Candidates are eligible to participate no more than three years, collectively or consecutively, in the Summer Intern Employment Program. Candidates who have reached the three years in the program will be deemed ineligible to participate this calendar year.","https://www.usajobs.gov:443/GetJob/ViewDetails/465505600","Washington DC, District of Columbia","United States",-77.032,38.8904
"2017-03-08T00:00:00Z","2017-03-22T00:00:00Z","Administrative Officer","Management, Administrative And Clerical Services","Army National Guard Units (Title 32)","Department of the Army","60696","78902","Per Year","Full Time","Permanent","**Current Federal Technicians in the COARNG**","Please advise: Specialized experience will be used to determine qualifications for the announced position. An applicants RESUME must provide, in detail, how they meet each specialized experience listed below. It must be documented with ""from (mm/yy)"" and ""to (mm/yy)"" dates and description of the specialized experience. If education or a degree is required as part of the ""Specialized Experience"", you must include transcripts. DO NOT copy each bullet listed below word for word and place into your resume; you must describe your personal experience as it pertains to each bullet. You will be immediately disqualified if you fail to include specialized experience in your resume. Must have at least 36 months of Specialized Experience in each of the following: 1. Analyzing problems, identifying significant factors, gathering pertinent data and recognizing solutions. 2. Preparing reports, plans, policies and various correspondence. 3. Evaluating objectives and develop plans to facilitate the availability and effective utilization of various resources. 4. Utilizing the organization, its mission and the organizational staff procedures. 5. Using quantitative and qualitative techniques for analyzing and measuring the effectiveness, efficiency and productivity of administrative and technical programs. 6. Developing the mission and work processes of programs throughout the military organization and multi level agencies. 7. In analytical and investigative techniques.","https://www.usajobs.gov:443/GetJob/ViewDetails/465486000","Colorado Springs, Colorado","United States",-104.821732,38.83311
"2017-03-08T00:00:00Z","2017-04-03T00:00:00Z","Summer Internship (Architectural Aide) or (Engineering Aide)","Legal and Claims Examination","Architect of the Capitol","Legislative Branch","13.63","13.63","Per Hour","This is a student intermittent position.","Temporary 12 weeks summer internship position with an intermittent work schedule.","Applications will be accepted from students who are at least sixteen (16) years of age by June 30, 2017. You must be a student accepted for enrollment OR enrolled in a degree program. Enrollment must be with an accredited educational institution. This includes high schools, colleges or universities. Graduating seniors from high school, college or graduate school who are not continuing their education will not be considered eligible. Must Read Required Documents Section to Determine Eligibility.","All students must be U.S. citizens. Applications will be accepted from students who are at least sixteen (16) years of age by June 30, 2017 AND currently attending a high school, college or university. High school students must have experience with computer aided design (CAD) and/or geographic information systems (GIS). College students must have a major in engineering or architecture or other related fields such as civil engineering, architectural engineering, architectural history, environmental design, landscape architecture, etc. Note: Participation in the Summer Intern Employment Program is limited to a total of three years. Candidates are eligible to participate no more than three years, collectively or consecutively, in the Summer Intern Employment Program. Candidates who have reached the three years in the program will be deemed ineligible to participate this calendar year.","https://www.usajobs.gov:443/GetJob/ViewDetails/465505700","Washington DC, District of Columbia","United States",-77.032,38.8904
"2017-03-08T00:00:00Z","2017-03-28T00:00:00Z","IT SPECIALIST (INFOSEC)","Information Technology","Air National Guard Units (Title 32)","Department of the Air Force","61748","80270","Per Year","Full Time","Indefinite","Current members and those eligible to obtain membership into the Tennessee Air National Guard","MINIMUM GRADE : E-1 MAXIMUM GRADE : E-6 THIS MUST BE INCLUDED SOMEWHERE ON YOUR RESUME' MILITARY COMPATIBILITY REQUIREMENTS : Selected candidate is required to be assigned to a compatible military unit and MOS/AFSC in accordance with TPR 303. AFSC: 3D0X1, 3D0X2, 3D0X3, 3D1X1, 3D1X2, 3D1X3, 3D1X4. Meeting the months of experience requirement will not by itself be accepted as proof of qualification. Quality, type, and scope of experience or education must be demonstrated to show that applicant is fully qualified to perform duties at the grade level announced. MINIMUM EXPERIENCE REQUIRED: Experience, education or training that has provided a basic knowledge of data processing functions and general management principles that enabled the applicant to understand the stages required to automate a work process. Experience may have been gained in work such as computer operator or assistant, computer sales representative, program analyst, or other positions that required the use or adaptation of computer programs and systems. REQUIRED SPECIALIZED EXPERIENCE: Must have at least 36 months experience, education, or training that approaches techniques and requirements appropriate to an assigned computer applications area or computer specialty area in an organization. Experience planning the sequence of actions necessary to accomplish the assignment where this entailed coordination with others outside the organizational unit and development of project controls. Experience that required adaptations of guidelines or precedents to meet the needs of the assignment. Experience preparing documentation on cost/benefit studies where is involved summarizing the material and organizing it in a logical fashion. KNOWLEDGE, SKILLS, AND ABILITIES : Resume must reflect applicable experience. Knowledge of a full range of IT security principles, methods, regulations, policies, products and services. Knowledge of a full range of IT security requirements for certification and accreditation. Knowledge of a wide range of IT and communication computer security techniques, requirements, methods, sources, and procedures in INFOSEC, EKMS, EMSEC, and secure voice software security. Ability to serve as the focal point for information security.","https://www.usajobs.gov:443/GetJob/ViewDetails/465381100","Nashville, Tennessee","United States",-86.7783661,36.16778
"2017-03-08T00:00:00Z","2017-04-03T00:00:00Z","Summer Internship (Office of the Inspector General Aide)","Legal and Claims Examination","Architect of the Capitol","Legislative Branch","13.63","13.63","Per Hour","This is a student intermittent position.","Temporary 12 weeks summer internship position with an intermittent work schedule.","Applications will be accepted from college students who are at least sixteen (16) years of age by June 30, 2017. You must be a student accepted for enrollment OR enrolled in a degree program. Enrollment must be with an accredited educational institution. This includes colleges and universities. Graduating seniors from college or graduate school who are not continuing their education will not be considered eligible. Must Read Required Documents Section to Determine Eligibility.","All students must be U.S. Citizens. Applications will be accepted from college students who are at least sixteen (16) years of age by June 30, 2017 AND currently attending college or university. Students must have a major in architecture, engineering, business administration, criminal justice, accounting or law. Note: Participation in the Summer Intern Employment Program is limited to a total of three years. Candidates are eligible to participate no more than three years, collectively or consecutively, in the Summer Intern Employment Program. Candidates who have reached the three years in the program will be deemed ineligible to participate this calendar year.","https://www.usajobs.gov:443/GetJob/ViewDetails/465505900","Washington DC, District of Columbia","United States",-77.032,38.8904
"2017-02-02T00:00:00Z","2017-03-16T00:00:00Z","Nurse Practitioner (Float), VN-0610-00, Primary & Specialty Medicine","Medical, Dental, And Public Health","Veterans Affairs, Veterans Health Administration","Department Of Veterans Affairs","76272","129368","Per Year","Full Time","Excepted Service Permanent","United States Citizens","BASIC REQUIREMENTS: U.S. citizenship. Non-citizens may be appointed when it is not possible to recruit qualified citizens in accordance with VA Policy. Graduate of a school of professional nursing approved by the appropriate State-accrediting agency and accredited by one of the following accrediting bodies at the time the program was completed by the applicant: The Accreditation Commission for Education in Nursing (ACEN) or The Commission on Collegiate Nursing Education (CCNE). In cases of graduates of foreign schools of professional nursing, possession of current, full, active and unrestricted registration will meet the requirement of graduation from an approved school of professional nursing. The completion of coursework equivalent to a nursing degree in a MSN Bridge Program that qualifies for professional nursing registration constitutes the completion of an approved course of study of professional nursing. Students should submit the certificate of professional nursing to sit for the NCLEX to the VA along with a copy of the MSN transcript. (Reference VA Handbook 5005, Appendix G6) Current, full, active, and unrestricted registration as a graduate professional nurse in a State, Territory or Commonwealth (i.e., Puerto Rico) of the United States, or the District of Columbia. Grade Determinations: The following criteria must be met in determining the grade assignment of candidates, and if appropriate, the level within a grade: Nurse I Level I - An Associate Degree (ADN) or Diploma in Nursing, with no additional nursing practice/experience required. Nurse I Level II - An ADN or Diploma in Nursing and approximately 1 year of nursing practice/experience; OR an ADN or Diploma in Nursing and a bachelor's degree in a related field with no additional nursing practice/experience; OR a Bachelor's of Science in Nursing (BSN) with no additional nursing practice/experience. Nurse I Level III - An ADN or Diploma in Nursing and approximately 2-3 years of nursing practice/experience; OR an ADN or Diploma in Nursing and a Bachelor's degree in a related field and approximately 1-2 years of nursing practice/experience; OR a BSN with approximately 1-2 years of nursing practice/experience; OR a Master's degree in nursing (MSN) or related field with a BSN and no additional nursing practice/experience. Nurse II - A BSN with approximately 2-3 years of nursing practice/experience; OR ADN or Diploma in Nursing and a Bachelor's degree in a related field and approximately 2-3 year's of nursing practice/experience; OR a Master's degree in nursing or related field with a BSN and approximately 1-2 year's of nursing practice/experience; OR a Doctoral degree in nursing or meets basic requirements for appointment and has doctoral degree in a related field with no additional nursing practice/experience required. Nurse III - Master's degree in nursing or related field with BSN and approximately 2-3 year's of nursing practice/experience; OR a Doctoral degree in nursing or related field and approximately 2-3 year's of nursing practice/experience. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religions; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.","https://www.usajobs.gov:443/GetJob/ViewDetails/463679000","Saint Cloud, Minnesota","United States",-94.1830139,45.5670662
"2017-03-09T00:00:00Z","2017-03-16T00:00:00Z","Administrative Support Assistant (CYS), NF-0303-03","Management, Administrative And Clerical Services","Army Installation Management Command","Department of the Army","14.74","17.13","Per Hour","Full Time","Permanent","US Citizens and Non Citizens","-Progressively responsible administrative duties. -Skill in operating a manual or electric typewriter and current automation system and software (Microsoft Windows, Word, Power Point, Excel) required. Must be able to type 40 wpm. -Knowledge of grammar, spelling, capitalization and punctuation and composition techniques needed to accurately type a variety of material from written sources or voice recordings. -Possess the ability to communicate effectively orally and in writing. HIGHLY PREFERRED: Knowledge of formats, forms, typing policies and common terminology of the program for which the work is to be performed.","https://www.usajobs.gov:443/GetJob/ViewDetails/465506000","Fort Detrick, Maryland","United States",-77.43646,39.4393463
"2017-02-02T00:00:00Z","2017-03-16T00:00:00Z","Physician Assistant (Float), GS-0603-00, Primary & Specialty Medicine","Medical, Dental, And Public Health","Veterans Affairs, Veterans Health Administration","Department Of Veterans Affairs","69202","129924","Per Year","Full Time","Excepted Service Permanent","United States Citizens","Basic Requirements: U.S. citizenship. Non-citizens may be appointed when it is not possible to recruit qualified citizens in accordance with VA Policy. Education/Experience Requirements: Candidate must been the following: (1) Graduate of a PA training program, or of a surgical assistant program which is accredited by the Accreditation Review Commission on Education for the Physician Assistant (ARC-PA) or one of its predecessor organizations; and (2) A Bachelor's degree from an accredited PA training program or in another health sciences related field from an accredited college or university recognized by the U.S. Department of Education. Certification: Current and continuous certification by the National Commission on Certification of Physician Assistants (NCCPA) is required for employment in VHA. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religions; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. Reference: VA Handbook, 5005, Part II, Appendix G8, Physician Assistant Qualification Standards . This can be found in the local Human Resources Office.","https://www.usajobs.gov:443/GetJob/ViewDetails/463680200","Saint Cloud, Minnesota","United States",-94.1830139,45.5670662
"2017-03-09T00:00:00Z","2017-03-15T00:00:00Z","Student Trainee (Admin) GS-0399-04 (TI - DC)","Management, Administrative And Clerical Services","Geological Survey","Department Of The Interior","14.07","18.28","Per Hour","Pathways Internship Appointment Not-to-Exceed 1-Year,","Part-Time; Flexible to accommodate students school schedule.","All qualified U.S. citizens who meet the eligibility requirements for the Pathways Internship Program as described below. This position is being filled under the Pathways Internship Program which is designed to provide students enrolled in a wide variety of educational institutions, from high school to graduate level, with paid work opportunities in agencies to explore Federal careers while still in school.","This internship is geared toward students majoring in one of the following areas of study: Business, Finance, Accounting, or Management. GS-04: All applicants must meet at least one of the following to qualify for the GS-04 level: A. One year of general experience which is defined as progressively responsible clerical, office, or other work that indicates ability to acquire the particular knowledge and skills needed to perform the duties of the position to be filled; **OR B. Two full years of successfully completed education above the high school level in any field for which high school graduation or the equivalent is the normal prerequisite; **OR C. Equivalent combinations of education and experience. (Click Here for Details on How to Combine Education and Experience). All applicants must meet qualification and eligibility requirements by the closing date of the announcement.","https://www.usajobs.gov:443/GetJob/ViewDetails/465506100","Oklahoma City, Oklahoma","United States",-97.52033,35.4720039
"2017-02-24T00:00:00Z","2017-03-16T00:00:00Z","Nurse Practitioner (Panel), VN-0610-00, Primary & Specialty Medicine","Medical, Dental, And Public Health","Veterans Affairs, Veterans Health Administration","Department Of Veterans Affairs","77035","130660","Per Year","Full Time","Excepted Service Permanent","United States Citizens","BASIC REQUIREMENTS: U.S. citizenship. Non-citizens may be appointed when it is not possible to recruit qualified citizens in accordance with VA Policy. Graduate of a school of professional nursing approved by the appropriate State-accrediting agency and accredited by one of the following accrediting bodies at the time the program was completed by the applicant: The Accreditation Commission for Education in Nursing (ACEN) or The Commission on Collegiate Nursing Education (CCNE). In cases of graduates of foreign schools of professional nursing, possession of current, full, active and unrestricted registration will meet the requirement of graduation from an approved school of professional nursing. The completion of coursework equivalent to a nursing degree in a MSN Bridge Program that qualifies for professional nursing registration constitutes the completion of an approved course of study of professional nursing. Students should submit the certificate of professional nursing to sit for the NCLEX to the VA along with a copy of the MSN transcript. (Reference VA Handbook 5005, Appendix G6) Current, full, active, and unrestricted registration as a graduate professional nurse in a State, Territory or Commonwealth (i.e., Puerto Rico) of the United States, or the District of Columbia. Grade Determinations: The following criteria must be met in determining the grade assignment of candidates, and if appropriate, the level within a grade: Nurse I Level I - An Associate Degree (ADN) or Diploma in Nursing, with no additional nursing practice/experience required. Nurse I Level II - An ADN or Diploma in Nursing and approximately 1 year of nursing practice/experience; OR an ADN or Diploma in Nursing and a bachelor's degree in a related field with no additional nursing practice/experience; OR a Bachelor's of Science in Nursing (BSN) with no additional nursing practice/experience. Nurse I Level III - An ADN or Diploma in Nursing and approximately 2-3 years of nursing practice/experience; OR an ADN or Diploma in Nursing and a Bachelor's degree in a related field and approximately 1-2 years of nursing practice/experience; OR a BSN with approximately 1-2 years of nursing practice/experience; OR a Master's degree in nursing (MSN) or related field with a BSN and no additional nursing practice/experience. Nurse II - A BSN with approximately 2-3 years of nursing practice/experience; OR ADN or Diploma in Nursing and a Bachelor's degree in a related field and approximately 2-3 year's of nursing practice/experience; OR a Master's degree in nursing or related field with a BSN and approximately 1-2 year's of nursing practice/experience; OR a Doctoral degree in nursing or meets basic requirements for appointment and has doctoral degree in a related field with no additional nursing practice/experience required. Nurse III - Master's degree in nursing or related field with BSN and approximately 2-3 year's of nursing practice/experience; OR a Doctoral degree in nursing or related field and approximately 2-3 year's of nursing practice/experience. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religions; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.","https://www.usajobs.gov:443/GetJob/ViewDetails/464788000","Saint Cloud, Minnesota","United States",-94.1830139,45.5670662
"2017-02-24T00:00:00Z","2017-03-16T00:00:00Z","Physician Assistant (Panel), GS-0603-00, Primary & Specialty Medicine","Medical, Dental, And Public Health","Veterans Affairs, Veterans Health Administration","Department Of Veterans Affairs","69202","129924","Per Year","Full Time","Excepted Service Permanent","United States Citizens","Basic Requirements: U.S. citizenship. Non-citizens may be appointed when it is not possible to recruit qualified citizens in accordance with VA Policy. Education/Experience Requirements: Candidate must been the following: (1) Graduate of a PA training program, or of a surgical assistant program which is accredited by the Accreditation Review Commission on Education for the Physician Assistant (ARC-PA) or one of its predecessor organizations; and (2) A Bachelor's degree from an accredited PA training program or in another health sciences related field from an accredited college or university recognized by the U.S. Department of Education. Certification: Current and continuous certification by the National Commission on Certification of Physician Assistants (NCCPA) is required for employment in VHA. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religions; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. Reference: VA Handbook, 5005, Part II, Appendix G8, Physician Assistant Qualification Standards . This can be found in the local Human Resources Office.","https://www.usajobs.gov:443/GetJob/ViewDetails/464804500","Saint Cloud, Minnesota","United States",-94.1830139,45.5670662
"2017-03-08T00:00:00Z","2017-04-03T00:00:00Z","Summer Internship (Curatorial Aide)","Legal and Claims Examination","Architect of the Capitol","Legislative Branch","13.63","13.63","Per Hour","This is a student intermittent position.","Temporary 12 weeks summer internship position with an intermittent work schedule.","Applications will be accepted from college students who are at least sixteen (16) years of age by June 30, 2017. You must be a student accepted for enrollment OR enrolled in a degree program. Enrollment must be with an accredited educational institution. This includes colleges and universities. Graduating seniors from college or graduate school who are not continuing their education will not be considered eligible. Must Read Required Documents Section to Determine Eligibility.","All students must be U.S. Citizens. Students must be at least sixteen (16) years of age by June 30, 2017 and currently attending a college or university. Students must have a major in art history, art, museum studies, historic preservation, or other field related to the position being filled. Note: Participation in the Summer Intern Employment Program is limited to a total of three years. Candidates are eligible to participate no more than three years, collectively or consecutively, in the Summer Intern Employment Program. Candidates who have reached the three years in the program will be deemed ineligible to participate this calendar year.","https://www.usajobs.gov:443/GetJob/ViewDetails/465506300","Washington DC, District of Columbia","United States",-77.032,38.8904
"2017-03-09T00:00:00Z","2017-03-23T00:00:00Z","Regional Relocation Specialist","Management, Administrative And Clerical Services","Assistant Secretary for Community Planning and Development","Department Of Housing And Urban Development","106380","138296","Per Year","Career/Career Conditional","Full-time","U.S. citizens ; no prior Federal experience is required. This opportunity is also open to Status eligibles under Announcement 17-HUD-366 . Please refer to that announcement for details on open period, eligibility, and how to apply.","You must meet the following requirements by the closing date of this announcement. For the GS-14 , you must have one year of specialized experience at a level of difficulty and responsibility equivalent to the GS-13 grade level in the Federal service. Specialized experience is defined as: - Developing, implementing, or interpreting proposals or policies relating to the Uniform Relocation Act (URA); AND - Providing representation on behalf of an agency or organization dealing with relocation issues; AND - Planning, organizing, and directing the work of others; AND - Writing documents that cover highly technical subject matter such as policies or manuals.","https://www.usajobs.gov:443/GetJob/ViewDetails/465506400","Atlanta, Georgia","United States",-84.39111,33.7483139
"2017-03-04T00:00:00Z","2018-01-01T00:00:00Z","Psychiatric Nurse Practitioner","Medical, Dental, And Public Health","Veterans Affairs, Veterans Health Administration","Department Of Veterans Affairs","78533","134334","Per Year","Full Time","Permanent","United States Citizens","BASIC REQUIREMENTS: U.S. Citizenship. Non-citizens may be appointed when it is not possible to recruit qualified citizens in accordance with VA Policy. Graduate of a school of professional nursing approved by the appropriate State-accrediting agency and accredited by one of the following accrediting bodies at the time the program was completed by the applicant: The Accreditation Commission for Education in Nursing (ACEN) or The Commission on Collegiate Nursing Education (CCNE). In cases of graduates of foreign schools of professional nursing, possession of current, full, active and unrestricted registration will meet the requirement of graduation from an approved school of professional nursing. The completion of coursework equivalent to a nursing degree in a MSN Bridge Program that qualifies for professional nursing registration constitutes the completion of an approved course of study of professional nursing. Students should submit the certificate of professional nursing to sit for the NCLEX to the VA along with a copy of the MSN transcript. (Reference VA Handbook 5005, Appendix G6) Current, full, active, and unrestricted registration as a graduate professional nurse in a State, Territory or Commonwealth (i.e., Puerto Rico) of the United States, or the District of Columbia. A Nurse Practitioner must be licensed or otherwise recognized as a nurse practitioner in a State, Possess a Master's Degree from a program accredited by the NLNAC or CCNE, and must maintain a full and current certification as a Nurse Practitioner from the American Nurses Association or another nationally recognized certifying body. Grade Determinations: The following criteria must be met in determining the grade assignment of candidates, and if appropriate, the level within a grade: Nurse II - Master's degree in nursing or related field with a BSN and approximately 1-2 year's of nursing practice/experience; OR a Doctoral degree in nursing or meets basic requirements for appointment and has doctoral degree in a related field with no additional nursing practice/experience required. Nurse III - Master's degree in nursing or related field with BSN and approximately 2-3 year's of nursing practice/experience; OR a Doctoral degree in nursing or related field and approximately 2-3 year's of nursing practice/experience. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religions; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.","https://www.usajobs.gov:443/GetJob/ViewDetails/465273300","Eugene, Oregon","United States",-123.088921,44.04991
"2017-03-08T00:00:00Z","2017-03-24T00:00:00Z","SURFACE MAINTENANCE MECHANIC","Transportation/Mobile Equipment Maintenance","Army National Guard Units (Title 32)","Department of the Army","20.67","26.75","Per Hour","Full Time","Permanent","Current members and those eligible to obtain membership into the Tennessee Army National Guard","MINIMUM GRADE : E-1 MAXIMUM GRADE : E-6 THIS MUST BE INCLUDED SOMEWHERE ON YOUR RESUME' MILITARY COMPATIBILITY REQUIREMENTS: Selected candidate is required to be assigned to a compatible military unit and MOS/AFSC in accordance with TPR 303. ENL MOS: 12,13, 14, 19, 25, 88, 91, 92, 94 Meeting the months of experience requirement will not by itself be accepted as proof of qualification. Quality, type, and scope of experience or education must be demonstrated to show that applicant is fully qualified to perform duties at the grade level announced. MINIMUM EXPERIENCE REQUIRED: Must have experience or training which demonstrates knowledge of equipment to be able to do routine jobs, simple preventative maintenance tasks, and is able to use common tools and equipment in the line of work. REQUIRED SPECIALIZED EXPERIENCE WG-08: Must have at least 12 months of experience or training using common hand and power tools and a small variety of test and measurement devices to make mechanical repairs. Experience removing, adjusting, replacing, cleaning, and installing a variety of parts, components, and accessories. Experience which demonstrates a basic understanding of mechanical, electrical, and hydraulic theory applying to vehicles; and skill to replace, fit, install, and make adjustments. Experience demonstrating an understanding of the makeup and operation of the various individual systems maintained and their interrelationships. Experience reading and interpreting parts lists, manufactures' repair manuals, diagrams, and electrical schematics. REQUIRED SPECIALIZED EXPERIENCE WG-10: Must have at least 18 months of experience or training diagnosing, repairing, overhauling, and modifying more complex vehicles, equipment, and more complicated systems. Experience which has provided a thorough knowledge of diagnostic equipment. Experience applying independent judgment in determining methods and techniques required to solve unusually complex maintenance and repair problems. Experienced in testing, inspecting, and evaluating the work performed on vehicles, equipment and systems. KNOWLEDGE, SKILLS, AND ABILITIES : Resume must reflect applicable experience. Thorough knowledge of the mechanical makeup, operation, and working relationships of complex systems, assemblies, and parts for a variety of combat, tactical, commercial, special purpose vehicles and equipment. Ability to diagnose, repair, overhaul, and modify a variety of combat, tactical, commercial, special purpose vehicles and equipment. Knowledge of electrical, electronic, hydraulic, pneumatic, and other non-mechanical systems that have a functional relationship and effect on the operation of mechanical systems. Knowledge of hydraulic lifting, loading, turning, and positioning systems and their mechanical, hydraulic, pneumatic, electrical, and electronic controls. Basic knowledge of electronics, sufficient to identify and replace defective components, such as sensors, diodes, and circuit boards. Ability to repair or overhaul major components such as diesel, multi-fuel or gasoline engines, turbine engines, automatic and manual transmissions, drive line assemblies, electrical and electronic systems and accessories, fuel injection systems, and emission control systems.","https://www.usajobs.gov:443/GetJob/ViewDetails/465451300","Camden, Tennessee","United States",-88.09778,36.0578461
"2017-03-08T00:00:00Z","2017-04-03T00:00:00Z","Summer Law Internship","Legal and Claims Examination","Architect of the Capitol","Legislative Branch","13.63","13.63","Per Hour","This is a student intermittent position.","Temporary 12 weeks summer internship position with an intermittent work schedule.","Applications will be accepted from First and Second year law school students. You must be a student accepted for enrollment OR enrolled in a law degree program. Enrollment must be with an accredited educational institution. This includes colleges and universities. Must Read Required Documents Section to Determine Eligibility.","The OGC is interested in law students with a knowledge of or interest in the federal practice of law and litigation. Candidates must be currently enrolled in law school as a 1st or 2nd year law student, be in good academic standing, and possess strong research and writing skills. All students MUST be U.S. Citizens. Note: Participation in the Summer Intern Employment Program is limited to a total of three years. Candidates are eligible to participate no more than three years, collectively or consecutively, in the Summer Intern Employment Program. Candidates who have reached the three years in the program will be deemed ineligible to participate this calendar year.","https://www.usajobs.gov:443/GetJob/ViewDetails/465506800","Washington DC, District of Columbia","United States",-77.032,38.8904
"2017-03-09T00:00:00Z","2017-04-10T00:00:00Z","IT Specialist (SYSADMIN)","Information Technology","Army National Guard Units (Title 32)","Department of the Army","61748","80270","Per Year","Full Time","Permanent","Open to areas 1, 2, and 3","Minimum Requirements: Experience, education or training that has provided a basic knowledge of data processing functions and general management principles that enabled the applicant to understand the stages required to automate a work process. Experience may have been gained in work such as computer operator or assistant, computer sales representative, program analyst, or other positions that required the use or adaptation of computer programs and systems. Specialized Experience : Must have at least 36 months experience, education, or training that approaches techniques and requirements appropriate to an assigned computer applications area or computer specialty area in an organization. Experience planning the sequence of actions necessary to accomplish the assignment where this entailed coordination with others outside the organizational unit and development of project controls. Experience that required adaptations of guidelines or precedents to meet the needs of the assignment. Experience preparing documentation on cost/benefit studies where is involved summarizing the material and organizing it in a logical fashion. Knowledge, skills and abilities (KSAs) listed below will be used in the selection process. KSAs are important to the entire selection process and should be addressed specifically and completely within the resume. 1. Skill in modifying application code and devising software patches or workarounds, documenting problems and advising the responsible party on support issues. 2. Knowledge of, and skill in applying system design techniques, programming languages and hardware capabilities to analyze requests for new and modified applications. 3. Knowledge of system diagnostic tools and structured techniques for the recovery of failed systems and data access. 4. Knowledge of analysis and design techniques to develop system software modifications, systems administration policy and procedures for use across the organization. 5. Knowledge of the overall architecture of the systems administered in order to install and maintain software and hardware configurations. 6. Knowledge of state-of-art system software technology and related computer equipment to perform studies and to evaluate system changes. 7. Knowledge of agency applications, operating systems and components, protocols, and various hardware and software used throughout the state in order to conduct system administration functions. Quality of Experience : Length of time is not of itself qualifying. Candidates' experience should be evaluated on the basis of duties performed rather than strictly on the rank of the individual; however, established compatibility criteria/assignments must be followed. The applicant's record of experience training, and education must show possession of the knowledge, skills, and abilities needed to fully perform the duties of the position.","https://www.usajobs.gov:443/GetJob/ViewDetails/465491700","Raleigh, North Carolina","United States",-78.64267,35.78551
